//==============================================================================
//Monster Set Base File [KOR]
//#www.darksideofmu.com
//by DaRKav (darkav@hotmail.com)
//------------------------------------------------------------------------------
//Revision 25 Apr, 2008		
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	4	//Golden Budge Dragon
44	0	30	182	128	195	145	-1	7	//Golden Dragon
53	0	30	185	132	185	132	-1	2	//Golden Titan
55	0	30	132	83	132	83	-1	2	//Death King
54	0	30	183	128	188	135	-1	15	//Golden Soldier
56	0	30	132	83	138	90	-1	15	//Death Bone
78	0	30	10	10	240	240	-1	2	//Golden Goblin
79	0	30	10	10	240	240	-1	4	//Golden Dragon
80	0	30	185	132	185	132	-1	2	//Golden Lizard King
81	0	30	132	83	132	83	-1	7	//Golden Vepar
82	0	30	183	128	188	135	-1	2	//Golden Tantallos
83	0	30	132	83	138	90	-1	15	//Golden Iron Wheel
end

//=========================================================================================						
//	Lorencia NPCs						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
172	23	30	44	102	5	//Chaos Castle
173	23	30	43	98	5	//Chaos Castle
172	23	30	39	93	5	//Chaos Castle
173	23	30	41	84	5	//Chaos Castle
end
//Chaos Castle 7 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
426	53	30	26	105	5	//Chaos Castle
427	53	30	26	98	5	//Chaos Castle
426	53	30	28	90	5	//Chaos Castle
427	53	30	27	86	5	//Chaos Castle
426	53	30	28	82	5	//Chaos Castle
427	53	30	26	79	5	//Chaos Castle
426	53	30	34	78	5	//Chaos Castle
427	53	30	33	81	5	//Chaos Castle
426	53	30	39	78	5	//Chaos Castle
427	53	30	26	77	5	//Chaos Castle
426	53	30	38	80	5	//Chaos Castle
427	53	30	43	77	5	//Chaos Castle
426	53	30	38	86	5	//Chaos Castle
427	53	30	43	84	5	//Chaos Castle
426	53	30	41	82	5	//Chaos Castle
427	53	30	27	94	5	//Chaos Castle
426	53	30	32	91	5	//Chaos Castle
427	53	30	29	84	5	//Chaos Castle
426	53	30	42	90	5	//Chaos Castle
427	53	30	44	87	5	//Chaos Castle
426	53	30	30	78	5	//Chaos Castle
427	53	30	38	92	5	//Chaos Castle
426	53	30	40	98	5	//Chaos Castle
427	53	30	29	101	5	//Chaos Castle
426	53	30	33	103	5	//Chaos Castle
427	53	30	38	89	5	//Chaos Castle
426	53	30	42	105	5	//Chaos Castle
427	53	30	42	99	5	//Chaos Castle
426	53	30	35	105	5	//Chaos Castle
427	53	30	29	93	5	//Chaos Castle
426	53	30	28	97	5	//Chaos Castle
427	53	30	26	84	5	//Chaos Castle
426	53	30	28	79	5	//Chaos Castle
426	53	30	25	82	5	//Chaos Castle
427	53	30	29	76	5	//Chaos Castle
426	53	30	33	76	5	//Chaos Castle
427	53	30	35	79	5	//Chaos Castle
426	53	30	31	80	5	//Chaos Castle
427	53	30	41	79	5	//Chaos Castle
426	53	30	38	76	5	//Chaos Castle
427	53	30	36	81	5	//Chaos Castle
426	53	30	39	82	5	//Chaos Castle
427	53	30	41	86	5	//Chaos Castle
426	53	30	42	94	5	//Chaos Castle
427	53	30	35	92	5	//Chaos Castle
426	53	30	34	90	5	//Chaos Castle
427	53	30	38	101	5	//Chaos Castle
426	53	30	30	105	5	//Chaos Castle
427	53	30	26	102	5	//Chaos Castle
426	53	30	28	100	5	//Chaos Castle
427	53	30	38	106	5	//Chaos Castle
426	53	30	35	102	5	//Chaos Castle
427	53	30	42	102	5	//Chaos Castle
426	53	30	43	96	5	//Chaos Castle
427	53	30	30	88	5	//Chaos Castle
426	53	30	25	91	5	//Chaos Castle
427	53	30	29	91	5	//Chaos Castle
426	53	30	30	98	5	//Chaos Castle
427	53	30	41	93	5	//Chaos Castle
426	53	30	41	89	5	//Chaos Castle
427	53	30	43	91	5	//Chaos Castle
426	53	30	39	95	5	//Chaos Castle
427	53	30	32	101	5	//Chaos Castle
426	53	30	29	103	5	//Chaos Castle
427	53	30	33	105	5	//Chaos Castle
426	53	30	25	97	5	//Chaos Castle
427	53	30	24	94	5	//Chaos Castle
426	53	30	27	88	5	//Chaos Castle
427	53	30	32	94	5	//Chaos Castle
426	53	30	32	89	5	//Chaos Castle
427	53	30	36	92	5	//Chaos Castle
426	53	30	37	89	5	//Chaos Castle
427	53	30	40	91	5	//Chaos Castle
426	53	30	38	99	5	//Chaos Castle
427	53	30	40	101	5	//Chaos Castle
426	53	30	43	81	5	//Chaos Castle
427	53	30	36	76	5	//Chaos Castle
426	53	30	42	75	5	//Chaos Castle
427	53	30	40	91	5	//Chaos Castle
426	53	30	38	99	5	//Chaos Castle
427	53	30	40	101	5	//Chaos Castle
426	53	30	43	81	5	//Chaos Castle
427	53	30	36	76	5	//Chaos Castle
426	53	30	42	75	5	//Chaos Castle
427	53	30	26	75	5	//Chaos Castle
426	53	30	24	80	5	//Chaos Castle
427	53	30	30	82	5	//Chaos Castle
426	53	30	24	89	5	//Chaos Castle
427	53	30	24	86	5	//Chaos Castle
426	53	30	24	101	5	//Chaos Castle
427	53	30	37	104	5	//Chaos Castle
426	53	30	41	96	5	//Chaos Castle
427	53	30	39	87	5	//Chaos Castle
426	53	30	41	76	5	//Chaos Castle
427	53	30	38	84	5	//Chaos Castle
426	53	30	38	96	5	//Chaos Castle
427	53	30	30	95	5	//Chaos Castle
426	53	30	32	78	5	//Chaos Castle
427	53	30	29	86	5	//Chaos Castle
426	53	30	27	104	5	//Chaos Castle
427	53	30	40	104	5	//Chaos Castle
426	53	30	44	102	5	//Chaos Castle
427	53	30	43	98	5	//Chaos Castle
426	53	30	39	93	5	//Chaos Castle
427	53	30	41	84	5	//Chaos Castle
end

//=========================================================================================
//================================= Kalima - =============================================
//=========================================================================================
//Kalima 1
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
144 	24 	30 	112 	37 	-1	//Death Angel 
144 	24 	30 	113 	55 	-1 	//Death Angel 
144 	24 	30 	113 	49 	-1 	//Death Angel 
144 	24 	30 	113 	56 	-1 	//Death Angel 
144 	24 	30 	104 	58 	-1 	//Death Angel 
144 	24 	30 	119 	63 	-1 	//Death Angel 
144 	24 	30 	109 	85 	-1 	//Death Angel 
144 	24 	30 	122 	80 	-1 	//Death Angel 
145 	24 	30 	92 	86 	-1	//Death Centurion 
145 	24 	30 	73 	80 	-1 	//Death Centurion
145 	24 	30 	74 	70 	-1 	//Death Centurion
145 	24 	30 	66 	76 	-1 	//Death Centurion
145 	24 	30 	66 	79 	-1 	//Death Centurion
146 	24 	30 	75 	18 	-1 	//Bloody Soldier
146 	24 	30 	88 	20 	-1  	//Bloody Soldier
146 	24 	30 	79 	17 	-1  	//Bloody Soldier
146 	24 	30 	99 	15 	-1  	//Bloody Soldier
146 	24 	30 	98 	19 	-1  	//Bloody Soldier
146 	24 	30 	98 	15 	-1  	//Bloody Soldier
146 	24 	30 	110 	10 	-1  	//Bloody Soldier
146 	24 	30 	111 	33 	-1  	//Bloody Soldier
146 	24 	30 	106 	32 	-1  	//Bloody Soldier
146 	24 	30 	105 	40 	-1  	//Bloody Soldier
146 	24 	30 	122 	40 	-1  	//Bloody Soldier
146 	24 	30 	121 	37 	-1  	//Bloody Soldier
147 	24 	30 	34 	22 	-1 	//Aegis
147 	24 	30 	25 	12 	-1  	//Aegis
147 	24 	30 	30 	16 	-1  	//Aegis
147 	24 	30 	29 	22 	-1  	//Aegis
147 	24 	30 	41 	11 	-1  	//Aegis
148 	24 	30 	44 	31 	-1 	//Lord Centurion
148 	24 	30 	50 	22 	-1  	//Lord Centurion
148 	24 	30 	54 	17 	-1  	//Lord Centurion
148 	24 	30 	55 	16 	-1  	//Lord Centurion
148 	24 	30 	71 	27 	-1  	//Lord Centurion
148 	24 	30 	64 	12 	-1  	//Lord Centurion
148 	24 	30 	64 	21 	-1  	//Lord Centurion
149 	24 	30 	98 	84 	-1 	//Necron
149 	24 	30 	103 	92 	-1  	//Necron
149 	24 	30 	105 	108 	-1  	//Necron
149 	24 	30 	100 	97 	-1  	//Necron
149 	24 	30 	103 	108 	-1  	//Necron
149 	24 	30 	104 	109 	-1  	//Necron
149 	24 	30 	97 	83 	-1  	//Necron
149 	24 	30 	92 	81 	-1  	//Necron
160 	24 	30 	38 	48 	-1 	//Schriker
160 	24 	30 	41 	53 	-1  	//Schriker
160 	24 	30 	43 	57 	-1  	//Schriker
160 	24 	30 	46 	113 	-1  	//Schriker
160 	24 	30 	42 	98 	-1  	//Schriker
160 	24 	30 	44 	84 	-1  	//Schriker
160 	24 	30 	40 	113 	-1  	//Schriker
161 	24 	30 	33 	79 	-1	//Illusion of Kundun 
144 	24 	30 	112 	37 	-1	//Death Angel 
144 	24 	30 	113 	55 	-1 	//Death Angel 
144 	24 	30 	113 	49 	-1 	//Death Angel 
144 	24 	30 	113 	56 	-1 	//Death Angel 
144 	24 	30 	104 	58 	-1 	//Death Angel 
144 	24 	30 	119 	63 	-1 	//Death Angel 
144 	24 	30 	109 	85 	-1 	//Death Angel 
144 	24 	30 	122 	80 	-1 	//Death Angel 
145 	24 	30 	92 	86 	-1	//Death Centurion 
145 	24 	30 	73 	80 	-1 	//Death Centurion
145 	24 	30 	74 	70 	-1 	//Death Centurion
145 	24 	30 	66 	76 	-1 	//Death Centurion
145 	24 	30 	66 	79 	-1 	//Death Centurion
146 	24 	30 	75 	18 	-1 	//Bloody Soldier
146 	24 	30 	88 	20 	-1  	//Bloody Soldier
146 	24 	30 	79 	17 	-1  	//Bloody Soldier
146 	24 	30 	99 	15 	-1  	//Bloody Soldier
146 	24 	30 	98 	19 	-1  	//Bloody Soldier
146 	24 	30 	98 	15 	-1  	//Bloody Soldier
146 	24 	30 	110 	10 	-1  	//Bloody Soldier
146 	24 	30 	111 	33 	-1  	//Bloody Soldier
146 	24 	30 	106 	32 	-1  	//Bloody Soldier
146 	24 	30 	105 	40 	-1  	//Bloody Soldier
146 	24 	30 	122 	40 	-1  	//Bloody Soldier
146 	24 	30 	121 	37 	-1  	//Bloody Soldier
147 	24 	30 	34 	22 	-1 	//Aegis
147 	24 	30 	25 	12 	-1  	//Aegis
147 	24 	30 	30 	16 	-1  	//Aegis
147 	24 	30 	29 	22 	-1  	//Aegis
147 	24 	30 	41 	11 	-1  	//Aegis
148 	24 	30 	44 	31 	-1 	//Lord Centurion
148 	24 	30 	50 	22 	-1  	//Lord Centurion
148 	24 	30 	54 	17 	-1  	//Lord Centurion
148 	24 	30 	55 	16 	-1  	//Lord Centurion
148 	24 	30 	71 	27 	-1  	//Lord Centurion
148 	24 	30 	64 	12 	-1  	//Lord Centurion
148 	24 	30 	64 	21 	-1  	//Lord Centurion
149 	24 	30 	98 	84 	-1 	//Necron
149 	24 	30 	103 	92 	-1  	//Necron
149 	24 	30 	105 	108 	-1  	//Necron
149 	24 	30 	100 	97 	-1  	//Necron
149 	24 	30 	103 	108 	-1  	//Necron
149 	24 	30 	104 	109 	-1  	//Necron
149 	24 	30 	97 	83 	-1  	//Necron
149 	24 	30 	92 	81 	-1  	//Necron
160 	24 	30 	38 	48 	-1 	//Schriker
160 	24 	30 	41 	53 	-1  	//Schriker
160 	24 	30 	43 	57 	-1  	//Schriker
160 	24 	30 	46 	113 	-1  	//Schriker
160 	24 	30 	42 	98 	-1  	//Schriker
160 	24 	30 	44 	84 	-1  	//Schriker
160 	24 	30 	40 	113 	-1  	//Schriker
144 	24 	30 	112 	37 	-1	//Death Angel 
144 	24 	30 	113 	55 	-1 	//Death Angel 
144 	24 	30 	113 	49 	-1 	//Death Angel 
144 	24 	30 	113 	56 	-1 	//Death Angel 
144 	24 	30 	104 	58 	-1 	//Death Angel 
144 	24 	30 	119 	63 	-1 	//Death Angel 
144 	24 	30 	109 	85 	-1 	//Death Angel 
144 	24 	30 	122 	80 	-1 	//Death Angel 
145 	24 	30 	92 	86 	-1	//Death Centurion 
145 	24 	30 	73 	80 	-1 	//Death Centurion
145 	24 	30 	74 	70 	-1 	//Death Centurion
145 	24 	30 	66 	76 	-1 	//Death Centurion
145 	24 	30 	66 	79 	-1 	//Death Centurion
146 	24 	30 	75 	18 	-1 	//Bloody Soldier
146 	24 	30 	88 	20 	-1  	//Bloody Soldier
146 	24 	30 	79 	17 	-1  	//Bloody Soldier
146 	24 	30 	99 	15 	-1  	//Bloody Soldier
146 	24 	30 	98 	19 	-1  	//Bloody Soldier
146 	24 	30 	98 	15 	-1  	//Bloody Soldier
146 	24 	30 	110 	10 	-1  	//Bloody Soldier
146 	24 	30 	111 	33 	-1  	//Bloody Soldier
146 	24 	30 	106 	32 	-1  	//Bloody Soldier
146 	24 	30 	105 	40 	-1  	//Bloody Soldier
146 	24 	30 	122 	40 	-1  	//Bloody Soldier
146 	24 	30 	121 	37 	-1  	//Bloody Soldier
147 	24 	30 	34 	22 	-1 	//Aegis
147 	24 	30 	25 	12 	-1  	//Aegis
147 	24 	30 	30 	16 	-1  	//Aegis
147 	24 	30 	29 	22 	-1  	//Aegis
147 	24 	30 	41 	11 	-1  	//Aegis
148 	24 	30 	44 	31 	-1 	//Lord Centurion
148 	24 	30 	50 	22 	-1  	//Lord Centurion
148 	24 	30 	54 	17 	-1  	//Lord Centurion
148 	24 	30 	55 	16 	-1  	//Lord Centurion
148 	24 	30 	71 	27 	-1  	//Lord Centurion
148 	24 	30 	64 	12 	-1  	//Lord Centurion
148 	24 	30 	64 	21 	-1  	//Lord Centurion
149 	24 	30 	98 	84 	-1 	//Necron
149 	24 	30 	103 	92 	-1  	//Necron
149 	24 	30 	105 	108 	-1  	//Necron
149 	24 	30 	100 	97 	-1  	//Necron
149 	24 	30 	103 	108 	-1  	//Necron
149 	24 	30 	104 	109 	-1  	//Necron
149 	24 	30 	97 	83 	-1  	//Necron
149 	24 	30 	92 	81 	-1  	//Necron
160 	24 	30 	38 	48 	-1 	//Schriker
160 	24 	30 	41 	53 	-1  	//Schriker
160 	24 	30 	43 	57 	-1  	//Schriker
160 	24 	30 	46 	113 	-1  	//Schriker
160 	24 	30 	42 	98 	-1  	//Schriker
160 	24 	30 	44 	84 	-1  	//Schriker
160 	24 	30 	40 	113 	-1  	//Schriker
end
//Kalima 2
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
174 	25 	30 	109 	35 	-1 	//Death Angel
174 	25 	30 	113 	43 	-1  	//Death Angel
174 	25 	30 	109 	46 	-1  	//Death Angel
174 	25 	30 	112 	61 	-1  	//Death Angel
174 	25 	30 	119 	75 	-1  	//Death Angel
175 	25 	30 	96 	99 	-1 	//Death Centurion
175 	25 	30 	70 	77 	-1  	//Death Centurion
175 	25 	30 	86 	73 	-1  	//Death Centurion
175 	25 	30 	80 	69 	-1  	//Death Centurion
175 	25 	30 	57 	77 	-1  	//Death Centurion
176 	25 	30 	90 	21 	-1 	//Bloody Soldier
176 	25 	30 	96 	9 	-1  	//Bloody Soldier
176 	25 	30 	100 	17 	-1  	//Bloody Soldier
176 	25 	30 	112 	28 	-1  	//Bloody Soldier
176 	25 	30 	122 	27 	-1  	//Bloody Soldier
177 	25 	30 	34 	18 	-1 	//Aegis
177 	25 	30 	24 	26 	-1  	//Aegis
177 	25 	30 	32 	20 	-1  	//Aegis
177 	25 	30 	29 	20 	-1  	//Aegis
177 	25 	30 	52 	28 	-1  	//Aegis
177 	25 	30 	49 	24 	-1  	//Aegis
177 	25 	30 	41 	20 	-1  	//Aegis
178 	25 	30 	55 	24 	-1 	//Lord Centurion
178 	25 	30 	71 	20 	-1  	//Lord Centurion
178 	25 	30 	63 	23 	-1  	//Lord Centurion
178 	25 	30 	61 	24 	-1  	//Lord Centurion
178 	25 	30 	78 	17 	-1  	//Lord Centurion
178 	25 	30 	92 	16 	-1  	//Lord Centurion
178 	25 	30 	88 	13 	-1  	//Lord Centurion
179 	25 	30 	119 	71 	-1 	//Necron
179 	25 	30 	121 	78 	-1  	//Necron
179 	25 	30 	105 	85 	-1  	//Necron
179 	25 	30 	111 	89 	-1  	//Necron
179 	25 	30 	103 	98 	-1  	//Necron
180 	25 	30 	46 	68 	-1  	//Schriker
180 	25 	30 	33 	73 	-1  	//Schriker
180 	25 	30 	42 	61 	-1  	//Schriker
180 	25 	30 	38 	87 	-1  	//Schriker
180 	25 	30 	54 	98 	-1  	//Schriker
180 	25 	30 	45 	105 	-1 	//Schriker
181 	25 	30 	30 	76 	-1  	//Illusion of Kundun 
174 	25 	30 	109 	35 	-1 	//Death Angel
174 	25 	30 	113 	43 	-1  	//Death Angel
174 	25 	30 	109 	46 	-1  	//Death Angel
174 	25 	30 	112 	61 	-1  	//Death Angel
174 	25 	30 	119 	75 	-1  	//Death Angel
175 	25 	30 	96 	99 	-1 	//Death Centurion
175 	25 	30 	70 	77 	-1  	//Death Centurion
175 	25 	30 	86 	73 	-1  	//Death Centurion
175 	25 	30 	80 	69 	-1  	//Death Centurion
175 	25 	30 	57 	77 	-1  	//Death Centurion
176 	25 	30 	90 	21 	-1 	//Bloody Soldier
176 	25 	30 	96 	9 	-1  	//Bloody Soldier
176 	25 	30 	100 	17 	-1  	//Bloody Soldier
176 	25 	30 	112 	28 	-1  	//Bloody Soldier
176 	25 	30 	122 	27 	-1  	//Bloody Soldier
177 	25 	30 	34 	18 	-1 	//Aegis
177 	25 	30 	24 	26 	-1  	//Aegis
177 	25 	30 	32 	20 	-1  	//Aegis
177 	25 	30 	29 	20 	-1  	//Aegis
177 	25 	30 	52 	28 	-1  	//Aegis
177 	25 	30 	49 	24 	-1  	//Aegis
177 	25 	30 	41 	20 	-1  	//Aegis
178 	25 	30 	55 	24 	-1 	//Lord Centurion
178 	25 	30 	71 	20 	-1  	//Lord Centurion
178 	25 	30 	63 	23 	-1  	//Lord Centurion
178 	25 	30 	61 	24 	-1  	//Lord Centurion
178 	25 	30 	78 	17 	-1  	//Lord Centurion
178 	25 	30 	92 	16 	-1  	//Lord Centurion
178 	25 	30 	88 	13 	-1  	//Lord Centurion
179 	25 	30 	119 	71 	-1 	//Necron
179 	25 	30 	121 	78 	-1  	//Necron
179 	25 	30 	105 	85 	-1  	//Necron
179 	25 	30 	111 	89 	-1  	//Necron
179 	25 	30 	103 	98 	-1  	//Necron
180 	25 	30 	46 	68 	-1  	//Schriker
180 	25 	30 	33 	73 	-1  	//Schriker
180 	25 	30 	42 	61 	-1  	//Schriker
180 	25 	30 	38 	87 	-1  	//Schriker
180 	25 	30 	54 	98 	-1  	//Schriker
180 	25 	30 	45 	105 	-1 	//Schriker
174 	25 	30 	109 	35 	-1 	//Death Angel
174 	25 	30 	113 	43 	-1  	//Death Angel
174 	25 	30 	109 	46 	-1  	//Death Angel
174 	25 	30 	112 	61 	-1  	//Death Angel
174 	25 	30 	119 	75 	-1  	//Death Angel
175 	25 	30 	96 	99 	-1 	//Death Centurion
175 	25 	30 	70 	77 	-1  	//Death Centurion
175 	25 	30 	86 	73 	-1  	//Death Centurion
175 	25 	30 	80 	69 	-1  	//Death Centurion
175 	25 	30 	57 	77 	-1  	//Death Centurion
176 	25 	30 	90 	21 	-1 	//Bloody Soldier
176 	25 	30 	96 	9 	-1  	//Bloody Soldier
176 	25 	30 	100 	17 	-1  	//Bloody Soldier
176 	25 	30 	112 	28 	-1  	//Bloody Soldier
176 	25 	30 	122 	27 	-1  	//Bloody Soldier
177 	25 	30 	34 	18 	-1 	//Aegis
177 	25 	30 	24 	26 	-1  	//Aegis
177 	25 	30 	32 	20 	-1  	//Aegis
177 	25 	30 	29 	20 	-1  	//Aegis
177 	25 	30 	52 	28 	-1  	//Aegis
177 	25 	30 	49 	24 	-1  	//Aegis
177 	25 	30 	41 	20 	-1  	//Aegis
178 	25 	30 	55 	24 	-1 	//Lord Centurion
178 	25 	30 	71 	20 	-1  	//Lord Centurion
178 	25 	30 	63 	23 	-1  	//Lord Centurion
178 	25 	30 	61 	24 	-1  	//Lord Centurion
178 	25 	30 	78 	17 	-1  	//Lord Centurion
178 	25 	30 	92 	16 	-1  	//Lord Centurion
178 	25 	30 	88 	13 	-1  	//Lord Centurion
179 	25 	30 	119 	71 	-1 	//Necron
179 	25 	30 	121 	78 	-1  	//Necron
179 	25 	30 	105 	85 	-1  	//Necron
179 	25 	30 	111 	89 	-1  	//Necron
179 	25 	30 	103 	98 	-1  	//Necron
180 	25 	30 	46 	68 	-1  	//Schriker
180 	25 	30 	33 	73 	-1  	//Schriker
180 	25 	30 	42 	61 	-1  	//Schriker
180 	25 	30 	38 	87 	-1  	//Schriker
180 	25 	30 	54 	98 	-1  	//Schriker
180 	25 	30 	45 	105 	-1 	//Schriker
end
//Kalima 3
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
182 	26 	30 	103 	49 	-1 	//Death Angel 
182 	26 	30 	110 	53 	-1 	//Death Angel 
182 	26 	30 	103 	60 	-1 	//Death Angel 
182 	26 	30 	113 	72 	-1 	//Death Angel 
182 	26 	30 	121 	67 	-1 	//Death Angel 
182 	26 	30 	108 	81 	-1 	//Death Angel 
182 	26 	30 	113 	86 	-1 	//Death Angel 
182 	26 	30 	111 	85 	-1 	//Death Angel 
182 	26 	30 	118 	97 	-1 	//Death Angel 
182 	26 	30 	114 	96 	-1 	//Death Angel 
183 	26 	30 	77 	71 	-1  	//Death Centurion
183 	26 	30 	81 	87 	-1   	//Death Centurion
183 	26 	30 	80 	78 	-1   	//Death Centurion
183 	26 	30 	76 	80 	-1   	//Death Centurion
183 	26 	30 	67 	71 	-1   	//Death Centurion
183 	26 	30 	60 	74 	-1   	//Death Centurion
183 	26 	30 	64 	79 	-1   	//Death Centurion
183 	26 	30 	62 	79 	-1   	//Death Centurion
184 	26	30 	103 	11 	-1 	//Bloody Soldier 
184 	26 	30 	94 	20 	-1  	//Bloody Soldier
184 	26 	30 	94 	17 	-1  	//Bloody Soldier
184 	26 	30 	105 	27 	-1  	//Bloody Soldier
184 	26 	30 	112 	40 	-1  	//Bloody Soldier
184 	26 	30 	108 	35 	-1  	//Bloody Soldier
184 	26 	30 	111 	39 	-1  	//Bloody Soldier
184 	26 	30 	121 	39 	-1  	//Bloody Soldier
185 	26 	30 	35 	11 	-1   	//Aegis
185 	26 	30 	21 	15 	-1    	//Aegis
185 	26 	30 	47 	13 	-1   	//Aegis
185 	26 	30 	44 	29 	-1    	//Aegis
185 	26 	30 	42 	23 	-1    	//Aegis
186 	26 	30 	67 	24 	-1 	//Lord Centurion
186 	26 	30 	73 	11 	-1  	//Lord Centurion
186 	26 	30 	82 	15 	-1  	//Lord Centurion
186 	26 	30 	79 	25 	-1  	//Lord Centurion
187 	26 	30 	120 	102 	-1 	//Necron
187 	26 	30 	107 	96 	-1  	//Necron
187 	26 	30 	95 	99 	-1  	//Necron
187 	26 	30 	104 	97 	-1  	//Necron
187 	26 	30 	111 	107	-1  	//Necron
187 	26 	30 	101 	101 	-1  	//Necron
187 	26 	30 	98 	88 	-1  	//Necron
187 	26 	30 	101 	86 	-1  	//Necron
187 	26 	30 	81 	86 	-1  	//Necron
188 	26 	30 	45 	65 	-1 	//Schriker
188 	26 	30 	43 	56 	-1  	//Schriker
188 	26 	30 	38 	58 	-1  	//Schriker
188 	26 	30 	33 	112 	-1  	//Schriker
188 	26 	30 	34 	101 	-1  	//Schriker
188 	26 	30 	38 	94 	-1  	//Schriker
188 	26 	30 	41 	93 	-1  	//Schriker
188 	26 	30 	46 	97 	-1  	//Schriker
189 	26 	30 	33 	72 	-1  	//Illusion of Kundun 
182 	26 	30 	103 	49 	-1 	//Death Angel 
182 	26 	30 	110 	53 	-1 	//Death Angel 
182 	26 	30 	103 	60 	-1 	//Death Angel 
182 	26 	30 	113 	72 	-1 	//Death Angel 
182 	26 	30 	121 	67 	-1 	//Death Angel 
182 	26 	30 	108 	81 	-1 	//Death Angel 
182 	26 	30 	113 	86 	-1 	//Death Angel 
182 	26 	30 	111 	85 	-1 	//Death Angel 
182 	26 	30 	118 	97 	-1 	//Death Angel 
182 	26 	30 	114 	96 	-1 	//Death Angel 
183 	26 	30 	77 	71 	-1  	//Death Centurion
183 	26 	30 	81 	87 	-1   	//Death Centurion
183 	26 	30 	80 	78 	-1   	//Death Centurion
183 	26 	30 	76 	80 	-1   	//Death Centurion
183 	26 	30 	67 	71 	-1   	//Death Centurion
183 	26 	30 	60 	74 	-1   	//Death Centurion
183 	26 	30 	64 	79 	-1   	//Death Centurion
183 	26 	30 	62 	79 	-1   	//Death Centurion
184 	26	30 	103 	11 	-1 	//Bloody Soldier 
184 	26 	30 	94 	20 	-1  	//Bloody Soldier
184 	26 	30 	94 	17 	-1  	//Bloody Soldier
184 	26 	30 	105 	27 	-1  	//Bloody Soldier
184 	26 	30 	112 	40 	-1  	//Bloody Soldier
184 	26 	30 	108 	35 	-1  	//Bloody Soldier
184 	26 	30 	111 	39 	-1  	//Bloody Soldier
184 	26 	30 	121 	39 	-1  	//Bloody Soldier
185 	26 	30 	35 	11 	-1   	//Aegis
185 	26 	30 	21 	15 	-1    	//Aegis
185 	26 	30 	47 	13 	-1   	//Aegis
185 	26 	30 	44 	29 	-1    	//Aegis
185 	26 	30 	42 	23 	-1    	//Aegis
186 	26 	30 	67 	24 	-1 	//Lord Centurion
186 	26 	30 	73 	11 	-1  	//Lord Centurion
186 	26 	30 	82 	15 	-1  	//Lord Centurion
186 	26 	30 	79 	25 	-1  	//Lord Centurion
187 	26 	30 	120 	102 	-1 	//Necron
187 	26 	30 	107 	96 	-1  	//Necron
187 	26 	30 	95 	99 	-1  	//Necron
187 	26 	30 	104 	97 	-1  	//Necron
187 	26 	30 	111 	107	-1  	//Necron
187 	26 	30 	101 	101 	-1  	//Necron
187 	26 	30 	98 	88 	-1  	//Necron
187 	26 	30 	101 	86 	-1  	//Necron
187 	26 	30 	81 	86 	-1  	//Necron
188 	26 	30 	45 	65 	-1 	//Schriker
188 	26 	30 	43 	56 	-1  	//Schriker
188 	26 	30 	38 	58 	-1  	//Schriker
188 	26 	30 	33 	112 	-1  	//Schriker
188 	26 	30 	34 	101 	-1  	//Schriker
188 	26 	30 	38 	94 	-1  	//Schriker
188 	26 	30 	41 	93 	-1  	//Schriker
188 	26 	30 	46 	97 	-1  	//Schriker
182 	26 	30 	103 	49 	-1 	//Death Angel 
182 	26 	30 	110 	53 	-1 	//Death Angel 
182 	26 	30 	103 	60 	-1 	//Death Angel 
182 	26 	30 	113 	72 	-1 	//Death Angel 
182 	26 	30 	121 	67 	-1 	//Death Angel 
182 	26 	30 	108 	81 	-1 	//Death Angel 
182 	26 	30 	113 	86 	-1 	//Death Angel 
182 	26 	30 	111 	85 	-1 	//Death Angel 
182 	26 	30 	118 	97 	-1 	//Death Angel 
182 	26 	30 	114 	96 	-1 	//Death Angel 
183 	26 	30 	77 	71 	-1  	//Death Centurion
183 	26 	30 	81 	87 	-1   	//Death Centurion
183 	26 	30 	80 	78 	-1   	//Death Centurion
183 	26 	30 	76 	80 	-1   	//Death Centurion
183 	26 	30 	67 	71 	-1   	//Death Centurion
183 	26 	30 	60 	74 	-1   	//Death Centurion
183 	26 	30 	64 	79 	-1   	//Death Centurion
183 	26 	30 	62 	79 	-1   	//Death Centurion
184 	26	30 	103 	11 	-1 	//Bloody Soldier 
184 	26 	30 	94 	20 	-1  	//Bloody Soldier
184 	26 	30 	94 	17 	-1  	//Bloody Soldier
184 	26 	30 	105 	27 	-1  	//Bloody Soldier
184 	26 	30 	112 	40 	-1  	//Bloody Soldier
184 	26 	30 	108 	35 	-1  	//Bloody Soldier
184 	26 	30 	111 	39 	-1  	//Bloody Soldier
184 	26 	30 	121 	39 	-1  	//Bloody Soldier
